ecb_issue_badge,ecb_issue_date,nyc_BIN,ecb_type_code
2370,2013-04-05,1017994,CONSTRUCTION
2431,2013-04-05,3055849,CONSTRUCTION
2298,2013-04-05,3245546,PLUMBING
1999,2013-04-05,2003900,ELEVATOR
0380,2013-04-05,2015211,ELEVATOR
2298,2013-04-05,3245546,
2282,2013-04-05,2046332,
2431,2013-04-05,3055849,CONSTRUCTION
2298,2013-04-05,3245546,PLUMBING
2365,2013-04-04,1048715,
0380,2013-04-04,1064521,ELEVATOR
2415,2013-04-04,2046332,
2427,2013-04-04,1030987,
2269,2013-04-04,5073190,CONSTRUCTION
0380,2013-04-04,1064521,ELEVATOR
2302,2013-04-04,1063921,CONSTRUCTION
2427,2013-04-04,1030987,CONSTRUCTION
1244,2013-04-03,1078423,ELECTRICAL
2218,2013-04-03,1051138,
2335,2013-04-03,2091324,CONSTRUCTION
2341,2013-04-03,1048101,
2218,2013-04-03,1051138,
2452,2013-04-03,4312034,
2358,2013-04-03,3205035,ELEVATOR
1244,2013-04-03,1078423,ELECTRICAL
2528,2013-04-03,3339457,ELEVATOR
2341,2013-04-03,1072695,
2452,2013-04-03,4312034,
2218,2013-04-03,1051138,
2427,2013-04-03,1065024,CONSTRUCTION
2341,2013-04-03,1048101,CONSTRUCTION
2218,2013-04-03,1051138,
2308,2013-04-02,1020108,ELECTRICAL
1244,2013-04-02,1025424,ELECTRICAL
2438,2013-04-02,3322097,PLUMBING
2411,2013-04-02,2001312,CONSTRUCTION
2411,2013-04-02,2002809,
2518,2013-04-02,2004420,ELEVATOR
1244,2013-04-02,1087148,ELECTRICAL
2369,2013-04-02,2118985,
2365,2013-04-02,3398722,
2308,2013-04-02,1020108,CONSTRUCTION
1514,2013-04-02,2002812,ELEVATOR
2438,2013-04-02,3322097,PLUMBING
1244,2013-04-02,1087148,ELECTRICAL
1129,2013-04-02,3205707,BOILER
2518,2013-04-02,2004420,ELEVATOR
2215,2013-04-02,1052543,CONSTRUCTION
2369,2013-04-02,2118985,
2452,2013-04-01,3398722,CONSTRUCTION
2274,2013-04-01,2017357,ELEVATOR
2452,2013-04-01,3398722,
2252,2013-04-01,4039314,CONSTRUCTION
1912,2013-04-01,2005743,BOILER
1244,2013-04-01,1014732,ELECTRICAL
2365,2013-04-01,1047425,
2452,2013-04-01,3398722,
2460,2013-04-01,1087433,ELEVATOR
0287,2013-04-01,3109867,CONSTRUCTION
1334,2013-04-01,5043579,ELEVATOR
2527,2013-04-01,4432006,ELEVATOR
1993,2013-04-01,5043578,ELEVATOR
2255,2013-03-30,2115810,
0526,2013-03-30,3040558,
2247,2013-03-30,3398408,CONSTRUCTION
0338,2013-03-30,1059443,CONSTRUCTION
2222,2013-03-30,3040558,
2247,2013-03-30,3398408,
2422,2013-03-29,3242303,CONSTRUCTION
2245,2013-03-29,1089780,CONSTRUCTION
2409,2013-03-29,1076844,SIGNS
2409,2013-03-29,1076844,SIGNS
2341,2013-03-29,1046660,"CRANES "
2409,2013-03-29,1076844,SIGNS
2422,2013-03-29,3242303,CONSTRUCTION
2341,2013-03-29,1046660,"CRANES "
0723,2013-03-29,1063649,CONSTRUCTION
2282,2013-03-29,2007947,CONSTRUCTION
2335,2013-03-29,1052873,CONSTRUCTION
2245,2013-03-29,1807073,CONSTRUCTION
2370,2013-03-29,1088520,CONSTRUCTION
0723,2013-03-29,1063649,CONSTRUCTION
2386,2013-03-28,2116861,CONSTRUCTION
2405,2013-03-28,3397861,"CRANES "
1807,2013-03-28,3846947,CONSTRUCTION
2405,2013-03-28,2047127,CONSTRUCTION
2210,2013-03-28,1008070,SIGNS
2427,2013-03-28,2016456,"CRANES "
1751,2013-03-28,3055983,ELECTRICAL
2210,2013-03-28,1008070,SIGNS
0380,2013-03-28,2010021,ELEVATOR
1751,2013-03-28,3055983,ELECTRICAL
0860,2013-03-28,2001769,CONSTRUCTION
2210,2013-03-28,1008070,SIGNS
0380,2013-03-28,2116616,ELEVATOR
2405,2013-03-28,2047127,"CRANES "
2210,2013-03-28,1008070,SIGNS
1751,2013-03-28,3055983,ELECTRICAL
1759,2013-03-28,1062439,CONSTRUCTION
2210,2013-03-28,1008070,SIGNS
2506,2013-03-27,1059942,ELEVATOR
1923,2013-03-27,3095889,ELECTRICAL
2491,2013-03-27,3198972,BOILER
2331,2013-03-27,2013097,CONSTRUCTION
2506,2013-03-27,1059942,ELEVATOR
2411,2013-03-27,3201014,
1923,2013-03-27,3095889,ELECTRICAL
2271,2013-03-27,1025156,
2274,2013-03-27,2018654,ELEVATOR
2362,2013-03-27,4029987,ELEVATOR
1923,2013-03-27,3095889,ELECTRICAL
2245,2013-03-27,1032587,
1514,2013-03-27,2124389,ELEVATOR
2506,2013-03-27,1059942,ELEVATOR
1923,2013-03-27,3095889,ELECTRICAL
2527,2013-03-27,3245464,ELEVATOR
1999,2013-03-27,2006246,ELEVATOR
2506,2013-03-27,1057061,ELEVATOR
2411,2013-03-27,3187596,
2274,2013-03-27,2071640,ELEVATOR
2518,2013-03-27,1081499,ELEVATOR
1923,2013-03-27,3095889,ELECTRICAL
2341,2013-03-27,1054513,
1514,2013-03-26,2100013,ELEVATOR
2467,2013-03-26,1080269,ELEVATOR
2518,2013-03-26,1084006,ELEVATOR
2452,2013-03-26,3343598,
1912,2013-03-26,1020444,BOILER
2506,2013-03-26,1034178,ELEVATOR
2452,2013-03-26,3343601,
2341,2013-03-26,4312034,"CRANES "
1999,2013-03-26,2025350,ELEVATOR
1514,2013-03-26,2007446,ELEVATOR
2335,2013-03-26,4039443,CONSTRUCTION
2369,2013-03-26,3398367,
2467,2013-03-26,1080264,ELEVATOR
2370,2013-03-26,1064935,CONSTRUCTION
2427,2013-03-26,2046332,CONSTRUCTION
2271,2013-03-26,1031405,CONSTRUCTION
2405,2013-03-26,3397861,"CRANES "
2467,2013-03-26,1080269,ELEVATOR
2370,2013-03-26,1064795,CONSTRUCTION
1244,2013-03-26,1049903,ELECTRICAL
2335,2013-03-26,4039443,CONSTRUCTION
2369,2013-03-26,3398367,CONSTRUCTION
2467,2013-03-26,1080264,ELEVATOR
2341,2013-03-26,4312034,"CRANES "
2427,2013-03-26,1056590,CONSTRUCTION
2420,2013-03-25,3047608,CONSTRUCTION
1514,2013-03-25,2008729,ELEVATOR
2452,2013-03-25,4001971,"CRANES "
2252,2013-03-25,1015922,CONSTRUCTION
2283,2013-03-25,4451497,CONSTRUCTION
0380,2013-03-25,2010014,ELEVATOR
2420,2013-03-25,3047608,
2518,2013-03-25,1059616,ELEVATOR
2369,2013-03-25,3343247,CONSTRUCTION
2282,2013-03-25,2046332,CONSTRUCTION
2331,2013-03-25,2009103,CONSTRUCTION
2331,2013-03-25,2005230,
2331,2013-03-25,2009103,CONSTRUCTION
2282,2013-03-25,2013619,CONSTRUCTION
2420,2013-03-25,3047608,CONSTRUCTION
2369,2013-03-25,3343247,
2420,2013-03-25,3047608,
2331,2013-03-25,2005230,CONSTRUCTION
2420,2013-03-25,3047608,CONSTRUCTION
2369,2013-03-25,3343247,
2331,2013-03-25,2008717,CONSTRUCTION
2420,2013-03-25,3047608,CONSTRUCTION
1847,2013-03-23,1015265,
0338,2013-03-23,1005121,
2247,2013-03-23,3398408,CONSTRUCTION
2352,2013-03-23,4114213,CONSTRUCTION
2247,2013-03-23,3398408,CONSTRUCTION
1847,2013-03-23,1015265,CONSTRUCTION
2247,2013-03-23,3398408,
2506,2013-03-22,1082615,ELEVATOR
0380,2013-03-22,2017617,ELEVATOR
2524,2013-03-22,1014429,ELEVATOR
2506,2013-03-22,1076268,ELEVATOR
0380,2013-03-22,2017616,ELEVATOR
2232,2013-03-22,1012419,
2381,2013-03-22,3078733,
2506,2013-03-22,1051786,ELEVATOR
2151,2013-03-22,4181365,CONSTRUCTION
2427,2013-03-22,2004215,
2411,2013-03-22,3056654,CONSTRUCTION
2506,2013-03-22,1083441,ELEVATOR
1759,2013-03-22,2013886,CONSTRUCTION
2518,2013-03-22,1060078,ELEVATOR
2201,2013-03-22,2083247,
2427,2013-03-22,2004215,CONSTRUCTION
2151,2013-03-22,4181365,
2427,2013-03-22,2004215,
2372,2013-03-21,3098295,CONSTRUCTION
2370,2013-03-21,1010930,CONSTRUCTION
2420,2013-03-21,2050818,
2381,2013-03-21,3345652,
2339,2013-03-21,1057677,PLUMBING
2365,2013-03-21,1048715,CONSTRUCTION
1904,2013-03-21,1008351,SIGNS
2381,2013-03-21,3345652,
2341,2013-03-21,1037988,
1904,2013-03-21,1008351,SIGNS
2341,2013-03-21,1019090,
2365,2013-03-21,1048715,CONSTRUCTION
1904,2013-03-21,1008351,SIGNS
1759,2013-03-21,1045953,
2420,2013-03-21,2050818,
2365,2013-03-21,1048715,CONSTRUCTION
2460,2013-03-21,1016034,ELEVATOR
1904,2013-03-21,1008351,SIGNS
1841,2013-03-20,3167839,
2358,2013-03-20,3101228,ELEVATOR
2171,2013-03-20,1067973,ELEVATOR
2506,2013-03-20,1062165,ELEVATOR
2427,2013-03-20,1063397,
2509,2013-03-20,1027465,CONSTRUCTION
2335,2013-03-20,1055402,
2171,2013-03-20,1067973,ELEVATOR
2427,2013-03-20,2083667,CONSTRUCTION
2282,2013-03-20,2000039,CONSTRUCTION
2506,2013-03-20,1062165,ELEVATOR
2321,2013-03-20,3388502,ELEVATOR
1841,2013-03-20,3167839,CONSTRUCTION
2427,2013-03-20,1063397,CONSTRUCTION
2252,2013-03-20,2000856,CONSTRUCTION
2341,2013-03-20,1045814,
2506,2013-03-20,1063584,ELEVATOR
2358,2013-03-20,3101228,ELEVATOR
2171,2013-03-20,1067973,ELEVATOR
2321,2013-03-20,3331321,ELEVATOR
2171,2013-03-20,1067973,ELEVATOR
0526,2013-03-20,1032587,CONSTRUCTION
2288,2013-03-19,2118985,CONSTRUCTION
2369,2013-03-19,3397720,CONSTRUCTION
2506,2013-03-19,1060056,ELEVATOR
2409,2013-03-19,1014559,CONSTRUCTION
2369,2013-03-19,3397720,CONSTRUCTION
2288,2013-03-19,2118985,
2341,2013-03-19,1052483,
2307,2013-03-19,4028943,ELEVATOR
2288,2013-03-19,2118985,
2369,2013-03-19,3397720,CONSTRUCTION
2369,2013-03-19,3397720,
2316,2013-03-19,3116155,BOILER
2298,2013-03-19,1053504,PLUMBING
2422,2013-03-18,1062450,CONSTRUCTION
2401,2013-03-18,1089692,
2269,2013-03-18,3089553,CONSTRUCTION
1514,2013-03-18,2014591,ELEVATOR
2269,2013-03-18,3331716,
2269,2013-03-18,3089553,CONSTRUCTION
2269,2013-03-18,3331716,CONSTRUCTION
1514,2013-03-18,2003093,ELEVATOR
2201,2013-03-18,2117656,
2269,2013-03-18,3089553,
2252,2013-03-18,1063383,CONSTRUCTION
2422,2013-03-18,1062439,
2527,2013-03-18,3101228,ELEVATOR
2269,2013-03-18,3331716,CONSTRUCTION
2201,2013-03-18,2117656,CONSTRUCTION
1913,2013-03-18,3089807,CONSTRUCTION
2262,2013-03-18,1041472,
2401,2013-03-18,1089692,CONSTRUCTION
2269,2013-03-18,3089553,
2269,2013-03-18,3331716,CONSTRUCTION
2252,2013-03-18,1063507,CONSTRUCTION
2269,2013-03-18,3089553,
2269,2013-03-18,3331716,CONSTRUCTION
2527,2013-03-18,3101228,ELEVATOR
2269,2013-03-18,3331716,
1244,2013-03-18,1073038,ELECTRICAL
2201,2013-03-18,2117656,CONSTRUCTION
0517,2013-03-17,2005839,CONSTRUCTION
2335,2013-03-16,1004541,
1129,2013-03-16,3036365,BOILER
2341,2013-03-16,1061221,
1129,2013-03-16,3036365,CONSTRUCTION
2341,2013-03-16,1061221,CONSTRUCTION
1129,2013-03-16,3036365,BOILER
2335,2013-03-16,1005121,CONSTRUCTION
2341,2013-03-16,1061221,
2152,2013-03-15,1049903,CONSTRUCTION
2422,2013-03-15,1061077,
1999,2013-03-15,2025350,ELEVATOR
1244,2013-03-15,1016877,ELECTRICAL
2422,2013-03-15,1061076,CONSTRUCTION
1771,2013-03-15,1000804,BOILER
2422,2013-03-15,1061076,
1999,2013-03-15,2025350,
2506,2013-03-15,1055148,ELEVATOR
2415,2013-03-15,2099287,
2224,2013-03-15,1009452,
2422,2013-03-15,1061774,
2389,2013-03-15,3072351,
1244,2013-03-15,1016877,ELECTRICAL
2422,2013-03-15,1059942,CONSTRUCTION
1961,2013-03-15,2000000,CONSTRUCTION
1961,2013-03-15,2000000,CONSTRUCTION
2422,2013-03-15,1061077,CONSTRUCTION
2341,2013-03-14,1085156,"CRANES "
2341,2013-03-14,1042850,CONSTRUCTION
2218,2013-03-14,1087253,
2276,2013-03-14,3327274,ELECTRICAL
1244,2013-03-14,1062536,ELECTRICAL
1961,2013-03-14,2004502,CONSTRUCTION
2341,2013-03-14,1042850,CONSTRUCTION
2218,2013-03-14,1087253,CONSTRUCTION
2341,2013-03-14,1042850,
2341,2013-03-14,1042850,
2341,2013-03-14,1042850,
2218,2013-03-14,1087253,CONSTRUCTION
2341,2013-03-14,1042850,CONSTRUCTION
2276,2013-03-14,3327274,ELECTRICAL
1961,2013-03-14,2004502,CONSTRUCTION
2341,2013-03-14,1042850,CONSTRUCTION
2341,2013-03-14,1042850,CONSTRUCTION
2218,2013-03-14,1087253,
2524,2013-03-14,1014429,ELEVATOR
1244,2013-03-14,1062536,ELECTRICAL
2341,2013-03-14,1042850,
2218,2013-03-14,1087253,CONSTRUCTION
2341,2013-03-14,1042850,
2331,2013-03-14,2005359,
2341,2013-03-14,1042850,CONSTRUCTION
2341,2013-03-14,1042850,
2339,2013-03-13,1003073,
2269,2013-03-13,1058210,CONSTRUCTION
2269,2013-03-13,1089940,
2269,2013-03-13,1058210,
2222,2013-03-13,3337367,CONSTRUCTION
2440,2013-03-13,2117335,
2341,2013-03-13,1045835,CONSTRUCTION
2269,2013-03-13,1058210,CONSTRUCTION
2387,2013-03-13,3062367,CONSTRUCTION
2269,2013-03-13,1089940,
2339,2013-03-13,1003072,PLUMBING
2269,2013-03-13,1058210,
2440,2013-03-13,2117335,
2335,2013-03-13,1084925,CONSTRUCTION
2518,2013-03-13,1061083,ELEVATOR
2222,2013-03-13,3337367,CONSTRUCTION
1514,2013-03-13,2007883,ELEVATOR
2518,2013-03-13,1062322,ELEVATOR
2387,2013-03-13,3062367,CONSTRUCTION
1952,2013-03-13,3077578,BOILER
2269,2013-03-13,1089940,
2422,2013-03-12,1063467,
2333,2013-03-12,1045407,
2460,2013-03-12,1042824,ELEVATOR
2333,2013-03-12,1040162,ZONING
2321,2013-03-12,3339192,ELEVATOR
0380,2013-03-12,2007791,ELEVATOR
1129,2013-03-12,1055659,BOILER
2333,2013-03-12,1045407,CONSTRUCTION
0380,2013-03-12,2002615,ELEVATOR
2274,2013-03-12,2050248,ELEVATOR
2411,2013-03-12,1008894,
2333,2013-03-12,1040162,CONSTRUCTION
2321,2013-03-12,3327551,ELEVATOR
2333,2013-03-12,1045407,
2307,2013-03-12,4075141,ELEVATOR
0363,2013-03-12,1051706,CONSTRUCTION
2333,2013-03-12,1045407,CONSTRUCTION
2333,2013-03-12,1040162,ZONING
2333,2013-03-12,1045407,CONSTRUCTION
0380,2013-03-12,2018222,ELEVATOR
2333,2013-03-12,1040162,CONSTRUCTION
2440,2013-03-12,2117335,
2387,2013-03-12,3088267,CONSTRUCTION
2509,2013-03-12,1027465,ELEVATOR
2333,2013-03-12,1040162,CONSTRUCTION
2333,2013-03-12,1045407,CONSTRUCTION
1923,2013-03-11,3159836,ELECTRICAL
2527,2013-03-11,3210661,ELEVATOR
2252,2013-03-11,1020599,CONSTRUCTION
2307,2013-03-11,4449512,ELEVATOR
2411,2013-03-11,3034162,CONSTRUCTION
1923,2013-03-11,3159836,ELECTRICAL
2389,2013-03-11,5015704,CONSTRUCTION
2411,2013-03-11,1079887,CONSTRUCTION
2411,2013-03-11,3389676,
2252,2013-03-11,1020599,CONSTRUCTION
1923,2013-03-11,3159836,ELECTRICAL
1904,2013-03-11,4571741,
2307,2013-03-11,4028767,ELEVATOR
2411,2013-03-11,3034162,CONSTRUCTION
2453,2013-03-11,2047127,"CRANES "
2527,2013-03-11,3210661,ELEVATOR
,2013-03-11,3076905,CONSTRUCTION
0380,2013-03-11,2003093,ELEVATOR
1923,2013-03-11,3159836,ELECTRICAL
1129,2013-03-09,1041378,BOILER
1129,2013-03-09,1041378,BOILER
1751,2013-03-08,1020443,ELECTRICAL
2427,2013-03-08,2008358,CONSTRUCTION
2381,2013-03-08,3048887,
2381,2013-03-08,3048887,
2342,2013-03-07,1062967,CONSTRUCTION
0723,2013-03-07,1015832,CONSTRUCTION
2252,2013-03-07,1001839,
2409,2013-03-07,1008506,CONSTRUCTION
2342,2013-03-07,1062967,CONSTRUCTION
1904,2013-03-07,4114249,CONSTRUCTION
2387,2013-03-07,3168024,CONSTRUCTION
1773,2013-03-07,1011340,CONSTRUCTION
2335,2013-03-07,1054016,CONSTRUCTION
2341,2013-03-06,1020338,CONSTRUCTION
2335,2013-03-06,1034250,CONSTRUCTION
2333,2013-03-06,5152963,
1904,2013-03-06,3043450,
2274,2013-03-06,2001913,ELEVATOR
2438,2013-03-06,3038502,PLUMBING
2251,2013-03-06,3420454,
2333,2013-03-06,5152963,ZONING
2245,2013-03-06,3420454,
2528,2013-03-06,4298506,ELEVATOR
2506,2013-03-06,1081580,ELEVATOR
0614,2013-03-06,3055969,ELEVATOR
2408,2013-03-06,1065067,BOILER
2333,2013-03-06,5152963,CONSTRUCTION
2506,2013-03-06,1057902,ELEVATOR
2274,2013-03-06,2001913,ELEVATOR
2251,2013-03-06,3420454,
2408,2013-03-06,1020339,BOILER
2335,2013-03-06,1034250,CONSTRUCTION
2251,2013-03-06,3420454,CONSTRUCTION
2452,2013-03-06,3022136,CONSTRUCTION
0614,2013-03-06,3055969,ELEVATOR
1999,2013-03-06,2051216,ELEVATOR
2408,2013-03-06,1065067,BOILER
2333,2013-03-06,5152963,CONSTRUCTION
2506,2013-03-06,1057902,ELEVATOR
2245,2013-03-06,3420454,
1904,2013-03-06,3039664,
2274,2013-03-06,2001913,ELEVATOR
2341,2013-03-06,1020338,CONSTRUCTION
0380,2013-03-05,2003014,ELEVATOR
2518,2013-03-05,1065003,ELEVATOR
2427,2013-03-05,1060086,
1790,2013-03-05,3045995,
2509,2013-03-05,1035336,ELEVATOR
2339,2013-03-05,2100465,PLUMBING
2509,2013-03-05,1035336,ELEVATOR
2422,2013-03-05,1052675,
2374,2013-03-05,3077026,CONSTRUCTION
2480,2013-03-05,3019728,BOILER
2422,2013-03-05,1052777,
1912,2013-03-05,1061083,BOILER
2509,2013-03-05,1035336,ELEVATOR
2509,2013-03-05,1035336,ELEVATOR
2271,2013-03-05,1054016,CONSTRUCTION
1514,2013-03-05,2013240,ELEVATOR
2308,2013-03-05,1073038,ELECTRICAL
2518,2013-03-05,1060085,ELEVATOR
2341,2013-03-05,1050621,CONSTRUCTION
2509,2013-03-05,1035336,ELEVATOR
2509,2013-03-05,1035336,ELEVATOR
2362,2013-03-05,4312083,ELEVATOR
2251,2013-03-05,3420454,
2358,2013-03-05,3061538,ELEVATOR
2274,2013-03-05,2006150,ELEVATOR
2427,2013-03-05,1060086,
2251,2013-03-04,3389068,
2342,2013-03-04,1089679,
2251,2013-03-04,3398357,
2269,2013-03-04,1089679,CONSTRUCTION
2335,2013-03-04,1061395,CONSTRUCTION
1871,2013-03-04,1063304,CONSTRUCTION
2245,2013-03-04,3398108,
2217,2013-03-04,1076756,
2460,2013-03-04,1029937,ELEVATOR
2386,2013-03-04,2017592,CONSTRUCTION
2342,2013-03-04,1089679,
2251,2013-03-04,3398138,
2269,2013-03-04,1089679,CONSTRUCTION
,2013-03-04,4115061,CONSTRUCTION
2362,2013-03-04,4312083,ELEVATOR
2251,2013-03-04,3398108,
2252,2013-03-04,2008721,
2217,2013-03-04,1076756,CONSTRUCTION
2452,2013-03-04,3022136,CONSTRUCTION
2342,2013-03-04,1089679,CONSTRUCTION
2245,2013-03-04,3398138,
2269,2013-03-04,1089679,CONSTRUCTION
2251,2013-03-04,3398357,
2245,2013-03-04,3398108,
2217,2013-03-04,1076756,CONSTRUCTION
2412,2013-03-04,4029796,CONSTRUCTION
0380,2013-03-04,2002918,ELEVATOR
2245,2013-03-04,3389068,
2342,2013-03-04,1089679,
2245,2013-03-04,3398357,
2269,2013-03-04,1089679,CONSTRUCTION
2411,2013-03-04,1059845,
2245,2013-03-04,3398108,
2251,2013-03-04,3398108,
2274,2013-03-04,2002782,ELEVATOR
1904,2013-03-04,3000606,
2342,2013-03-04,1089679,CONSTRUCTION
2251,2013-03-04,3398138,
2269,2013-03-04,1089679,CONSTRUCTION
2251,2013-03-04,3401004,
2331,2013-03-04,2005230,CONSTRUCTION
2251,2013-03-04,3398108,CONSTRUCTION
2214,2013-03-04,2046332,BOILER
2217,2013-03-04,1076756,CONSTRUCTION
2342,2013-03-04,1089679,CONSTRUCTION
0380,2013-03-04,2002918,ELEVATOR
2218,2013-03-02,1087253,
2218,2013-03-02,1087253,CONSTRUCTION
2218,2013-03-02,1087253,CONSTRUCTION
2218,2013-03-02,1087253,
2218,2013-03-02,1087253,CONSTRUCTION
2218,2013-03-02,1087253,
2218,2013-03-02,1087253,
2218,2013-03-02,1087253,
2427,2013-03-01,2091013,
2224,2013-03-01,1007131,CONSTRUCTION
2224,2013-03-01,1007131,CONSTRUCTION
,2013-03-01,3011633,CONSTRUCTION
2274,2013-03-01,2012997,ELEVATOR
2370,2013-03-01,1015244,
2224,2013-03-01,1007131,CONSTRUCTION
2224,2013-03-01,1007131,CONSTRUCTION
,2013-03-01,3011635,CONSTRUCTION
2224,2013-03-01,1007131,CONSTRUCTION
,2013-03-01,3011634,CONSTRUCTION
2518,2013-03-01,1063721,ELEVATOR
2224,2013-03-01,1007131,CONSTRUCTION
2224,2013-03-01,1007131,CONSTRUCTION
0380,2013-03-01,2003865,ELEVATOR
2224,2013-03-01,1007131,CONSTRUCTION
2283,2013-03-01,4311892,CONSTRUCTION
2224,2013-03-01,1007131,CONSTRUCTION
2506,2013-03-01,1060572,ELEVATOR
2335,2013-02-28,1016745,CONSTRUCTION
2411,2013-02-28,1015483,
0380,2013-02-28,2003054,ELEVATOR
2341,2013-02-28,1082644,"CRANES "
1759,2013-02-28,2003076,CONSTRUCTION
1913,2013-02-28,3133141,
0380,2013-02-28,2011066,ELEVATOR
2341,2013-02-28,1082644,"CRANES "
2411,2013-02-28,1015483,
1129,2013-02-28,1001136,CONSTRUCTION
0380,2013-02-28,2003054,ELEVATOR
1129,2013-02-28,1001136,BOILER
2224,2013-02-27,1012872,
2427,2013-02-27,1063583,CONSTRUCTION
1244,2013-02-27,1029665,ELECTRICAL
2224,2013-02-27,1012872,
0235,2013-02-27,1084333,
2331,2013-02-27,2007689,CONSTRUCTION
2224,2013-02-27,1012872,
2427,2013-02-27,1062934,"CRANES "
2222,2013-02-27,1055659,CONSTRUCTION
2506,2013-02-27,1081516,ELEVATOR
,2013-02-27,1014339,ELEVATOR
2518,2013-02-27,1079813,ELEVATOR
2224,2013-02-27,1012872,PLUMBING
0380,2013-02-27,2009112,ELEVATOR
1514,2013-02-27,2062830,ELEVATOR
2224,2013-02-27,1012872,CONSTRUCTION
,2013-02-27,1057967,ELEVATOR
2369,2013-02-27,1002018,
2331,2013-02-27,2007689,CONSTRUCTION
2411,2013-02-26,1087184,
2321,2013-02-26,1042508,ELEVATOR
,2013-02-26,1063320,ELEVATOR
2409,2013-02-26,1008513,CONSTRUCTION
2527,2013-02-26,4432202,ELEVATOR
2231,2013-02-26,2007689,CONSTRUCTION
2171,2013-02-26,1079187,ELEVATOR
2409,2013-02-26,1081701,CONSTRUCTION
2427,2013-02-26,2010702,
2527,2013-02-26,4207838,ELEVATOR
2411,2013-02-26,1086106,
2282,2013-02-26,1064191,CONSTRUCTION
2362,2013-02-26,4209026,ELEVATOR
2518,2013-02-26,2002219,ELEVATOR
2282,2013-02-26,2046332,CONSTRUCTION
2527,2013-02-26,4432202,ELEVATOR
2321,2013-02-26,1042508,ELEVATOR
2411,2013-02-26,1088686,
2527,2013-02-26,4432202,ELEVATOR
2331,2013-02-26,2007689,CONSTRUCTION
2362,2013-02-26,4209026,ELEVATOR
2282,2013-02-26,2046332,CONSTRUCTION
2411,2013-02-26,1087719,
2527,2013-02-26,4432202,ELEVATOR
2527,2013-02-26,4207838,ELEVATOR
,2013-02-26,1049813,
2518,2013-02-25,1077815,ELEVATOR
1129,2013-02-25,3121735,BOILER
2421,2013-02-25,2008252,
2518,2013-02-25,1077815,ELEVATOR
0860,2013-02-25,2083247,CONSTRUCTION
2527,2013-02-25,3126839,ELEVATOR
,2013-02-25,1019945,ELEVATOR
2518,2013-02-25,1077815,ELEVATOR
2518,2013-02-25,1064340,ELEVATOR
2527,2013-02-25,3126837,ELEVATOR
2252,2013-02-25,1059881,CONSTRUCTION
2421,2013-02-25,2014332,
1129,2013-02-25,3121735,BOILER
2518,2013-02-25,1077815,ELEVATOR
2527,2013-02-25,3126837,ELEVATOR
1514,2013-02-25,2013541,ELEVATOR
2252,2013-02-25,1042841,CONSTRUCTION
2421,2013-02-25,2018358,CONSTRUCTION
2274,2013-02-25,2006021,ELEVATOR
2527,2013-02-25,3126839,ELEVATOR
,2013-02-25,1019945,ELEVATOR
0526,2013-02-24,1055402,
2354,2013-02-23,1000863,CONSTRUCTION
2342,2013-02-23,3418254,
2452,2013-02-23,3025163,CONSTRUCTION
2354,2013-02-23,1000863,"CRANES "
2342,2013-02-23,3068060,
2342,2013-02-23,3418254,CONSTRUCTION
2354,2013-02-23,1000863,CONSTRUCTION
2342,2013-02-23,3068060,CONSTRUCTION
1244,2013-02-22,1010679,ELECTRICAL
2460,2013-02-22,1011145,ELEVATOR
1244,2013-02-22,1010679,ELECTRICAL
2506,2013-02-22,1062536,ELEVATOR
2518,2013-02-22,1063517,ELEVATOR
0380,2013-02-22,2002623,ELEVATOR
2506,2013-02-22,1062156,ELEVATOR
2452,2013-02-22,3346104,
2387,2013-02-22,3413711,CONSTRUCTION
1244,2013-02-22,1010679,ELECTRICAL
1244,2013-02-22,1010679,ELECTRICAL
2518,2013-02-22,1061542,ELEVATOR
2427,2013-02-22,2001877,CONSTRUCTION
2427,2013-02-22,2005923,CONSTRUCTION
2452,2013-02-22,3346104,
1514,2013-02-22,2006460,ELEVATOR
1244,2013-02-22,1010679,ELECTRICAL
2269,2013-02-22,4210316,
2339,2013-02-22,1005429,PLUMBING
1244,2013-02-22,1010679,ELECTRICAL
2506,2013-02-22,1062156,ELEVATOR
2518,2013-02-22,1061542,ELEVATOR
2506,2013-02-22,1061156,ELEVATOR
,2013-02-21,3048638,CONSTRUCTION
1759,2013-02-21,1062493,CONSTRUCTION
2218,2013-02-21,1006076,CONSTRUCTION
2427,2013-02-21,1079815,
2342,2013-02-21,1038899,
2232,2013-02-21,3397439,CONSTRUCTION
2218,2013-02-21,1006076,PLUMBING
2415,2013-02-21,2008774,CONSTRUCTION
2387,2013-02-21,2024145,CONSTRUCTION
2218,2013-02-21,1006076,PLUMBING
2427,2013-02-21,1079815,CONSTRUCTION
2302,2013-02-21,1048043,CONSTRUCTION
2342,2013-02-21,1038899,
2387,2013-02-21,2024145,CONSTRUCTION
2218,2013-02-21,1006076,CONSTRUCTION
2335,2013-02-20,1004748,
0380,2013-02-20,2002915,ELEVATOR
2302,2013-02-20,1048043,CONSTRUCTION
1904,2013-02-20,2003533,CONSTRUCTION
2506,2013-02-20,1062647,ELEVATOR
2222,2013-02-20,1016904,PLUMBING
2467,2013-02-20,1007119,ELEVATOR
2387,2013-02-20,3039690,CONSTRUCTION
2467,2013-02-20,1016034,ELEVATOR
1995,2013-02-20,3062564,CONSTRUCTION
1514,2013-02-20,2003231,ELEVATOR
